Status,Class,Type,Original Price,Price,Address,Address Lot/Unit,District,List Date,Price Date,Days On Market,City,State,Zip,Picture Count,MLS Number,Contract Date,Closing Date,Hotsheet Date
SOLD,Residential,Single Family,2450000,1930000,4930 HANA Hwy,,Haiku,7/5/2023,1/29/2024,208,Haiku,HI,96708,48,399290,11/23/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,968888,945000,234 Halenani Dr,,Wailuku,8/11/2023,10/8/2023,171,Wailuku,HI,96793,23,399551,11/27/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,1200000,900000,256 Haulani St,A,Pukalani,8/20/2023,1/29/2024,162,Makawao,HI,96768-8606,38,399592,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,1200000,900000,256 Haulani St,A,Pukalani,8/20/2023,1/29/2024,162,Makawao,HI,96768-8606,38,399592,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,1200000,900000,256 Haulani St,A,Pukalani,8/20/2023,1/29/2024,162,Makawao,HI,96768-8606,38,399592,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,1200000,900000,256 Haulani St,A,Pukalani,8/20/2023,1/29/2024,162,Makawao,HI,96768-8606,38,399592,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,1200000,900000,256 Haulani St,A,Pukalani,8/20/2023,1/29/2024,162,Makawao,HI,96768-8606,38,399592,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,Single Family,1200000,900000,256 Haulani St,A,Pukalani,8/20/2023,1/29/2024,162,Makawao,HI,96768-8606,38,399592,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,SF w/Det Ohana or Cottage,2999000,2760000,3408 Hookipa Pl,,Maui Meadows,9/16/2023,1/29/2024,135,Kihei,HI,96753,47,399803,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,SF w/Det Ohana or Cottage,2999000,2760000,3408 Hookipa Pl,,Maui Meadows,9/16/2023,1/29/2024,135,Kihei,HI,96753,47,399803,12/14/2023,1/29/2024,1/29/2024
SOLD,Residential,SF w/Det Ohana or Cottage,2999000,2760000,3408 Hookipa Pl,,Maui Meadows,9/16/2023,1/29/2024,135,Kihei,HI,96753,47,399803,12/14/2023,1/29/2024,1/29/2024
SOLD,Condominium,Condo,1050000,1010000,4242 Lower Honoapiilani Rd,E609,Napili/Kahana/Honokowai,11/27/2023,1/29/2024,63,Lahaina,HI,96761,25,400363,12/15/2023,1/29/2024,1/29/2024
SOLD,Condominium,Condo,1050000,1010000,4242 Lower Honoapiilani Rd,E609,Napili/Kahana/Honokowai,11/27/2023,1/29/2024,63,Lahaina,HI,96761,25,400363,12/15/2023,1/29/2024,1/29/2024
SOLD,Condominium,Condo,1050000,1010000,4242 Lower Honoapiilani Rd,E609,Napili/Kahana/Honokowai,11/27/2023,1/29/2024,63,Lahaina,HI,96761,25,400363,12/15/2023,1/29/2024,1/29/2024
SOLD,Condominium,Condo,1050000,1010000,4242 Lower Honoapiilani Rd,E609,Napili/Kahana/Honokowai,11/27/2023,1/29/2024,63,Lahaina,HI,96761,25,400363,12/15/2023,1/29/2024,1/29/2024
SOLD,Condominium,Condo,998000,975000,25 Heather Ln,134,Napili/Kahana/Honokowai,12/4/2023,1/29/2024,56,Lahaina,HI,96761,32,400429,1/10/2024,1/29/2024,1/29/2024
SOLD,Condominium,Condo,998000,975000,25 Heather Ln,134,Napili/Kahana/Honokowai,12/4/2023,1/29/2024,56,Lahaina,HI,96761,32,400429,1/10/2024,1/29/2024,1/29/2024
SOLD,Condominium,Condo,998000,975000,25 Heather Ln,134,Napili/Kahana/Honokowai,12/4/2023,1/29/2024,56,Lahaina,HI,96761,32,400429,1/10/2024,1/29/2024,1/29/2024
CANCELED,Residential,Single Family,6595000,6595000,100 Wailea Ike Dr,3,Wailea/Makena,8/18/2023,8/18/2023,127,Kihei,HI,96753,12,399587,,,1/30/2024
CANCELED,Residential,Single Family,7450000,7450000,205 Pua Niu Way,Unit A,Lahaina,11/19/2023,11/19/2023,72,Lahaina,HI,96761,33,400291,,,1/30/2024
CANCELED,Condominium,Condo,745000,725000,777 S Kihei Rd,128,Kihei,12/15/2023,1/12/2024,46,Kihei,HI,96753,33,400572,,,1/30/2024
CANCELED,Condominium,Condo,745000,725000,777 S Kihei Rd,128,Kihei,12/15/2023,1/12/2024,46,Kihei,HI,96753,33,400572,,,1/30/2024
SOLD,Residential,Single Family,1690000,1590000,2126 Hewahewa Dr,,Wailuku,7/6/2023,1/30/2024,208,Wailuku,HI,96793,43,399311,11/27/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1690000,1590000,2126 Hewahewa Dr,,Wailuku,7/6/2023,1/30/2024,208,Wailuku,HI,96793,43,399311,11/27/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1690000,1590000,2126 Hewahewa Dr,,Wailuku,7/6/2023,1/30/2024,208,Wailuku,HI,96793,43,399311,11/27/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1690000,1590000,2126 Hewahewa Dr,,Wailuku,7/6/2023,1/30/2024,208,Wailuku,HI,96793,43,399311,11/27/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1336000,1342581,183 Pua Kalaunu Loop,Lot 159,Wailuku,10/23/2023,1/30/2024,99,Wailuku,HI,96793,1,400079,10/23/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1336000,1342581,183 Pua Kalaunu Loop,Lot 159,Wailuku,10/23/2023,1/30/2024,99,Wailuku,HI,96793,1,400079,10/23/2023,1/30/2024,1/30/2024
SOLD,Vacant Land,Vacant Land,6900000,6900000,308 Lanipaina St,2-X/35,Wailea/Makena,10/30/2023,1/30/2024,92,Kihei,HI,96753,1,401018,10/30/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,379000,375000,363 Kalohi St,,Molokai,11/21/2023,1/30/2024,69,Kaunakakai,HI,96748,15,400327,11/25/2023,1/29/2024,1/30/2024
SOLD,Residential,Single Family,379000,375000,363 Kalohi St,,Molokai,11/21/2023,1/30/2024,69,Kaunakakai,HI,96748,15,400327,11/25/2023,1/29/2024,1/30/2024
SOLD,Residential,Single Family,379000,375000,363 Kalohi St,,Molokai,11/21/2023,1/30/2024,69,Kaunakakai,HI,96748,15,400327,11/25/2023,1/29/2024,1/30/2024
SOLD,Condominium,Condo,1295000,1300000,2575 S Kihei Rd,F105,Kihei,11/29/2023,1/30/2024,62,Kihei,HI,96753,32,400380,12/1/2023,1/30/2024,1/30/2024
SOLD,Condominium,Condo,1295000,1300000,2575 S Kihei Rd,F105,Kihei,11/29/2023,1/30/2024,62,Kihei,HI,96753,32,400380,12/1/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1498000,1526000,233 Kamalei Cir,,Kahului,12/9/2023,1/30/2024,52,Kahului,HI,96732,41,400490,12/16/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1498000,1526000,233 Kamalei Cir,,Kahului,12/9/2023,1/30/2024,52,Kahului,HI,96732,41,400490,12/16/2023,1/30/2024,1/30/2024
SOLD,Residential,Single Family,1498000,1526000,233 Kamalei Cir,,Kahului,12/9/2023,1/30/2024,52,Kahului,HI,96732,41,400490,12/16/2023,1/30/2024,1/30/2024
SOLD,Vacant Land,Vacant Land,2200000,2200000,173 Lolowaa Pl,3,Wailea/Makena,12/23/2023,1/30/2024,37,Kihei,HI,96753,3,401015,12/23/2023,1/29/2024,1/30/2024
ACTIVE,Vacant Land,Vacant Land,1500000,1500000,Lot 20 Hana Hwy,20,Nahiku,1/31/2024,1/31/2024,132,Hana,HI,96713,22,401036,,,1/31/2024
ACTIVE,Residential,SF w/Det Ohana or Cottage,1899000,1899000,167 Lower Waiehu Beach Rd,,Wailuku,1/31/2024,1/31/2024,132,Wailuku,HI,96793,41,401023,,,1/31/2024
ACTIVE,Vacant Land,Vacant Land,120000,120000,Puunana St,723,Molokai,1/31/2024,1/31/2024,132,Maunaloa,HI,96770,9,401031,,,1/31/2024
ACTIVE,Vacant Land,Vacant Land,110000,110000,0 Puunana St,724,Molokai,1/31/2024,1/31/2024,132,Maunaloa,HI,96770,9,401032,,,1/31/2024
ACTIVE,Vacant Land,Vacant Land,90000,90000,0 Puunana St,541,Molokai,1/31/2024,1/31/2024,132,Maunaloa,HI,96770,7,401030,,,1/31/2024
CANCELED,Condominium,Condo,2250000,2150000,1137 Umeke Cir,105,Kihei,6/27/2023,9/27/2023,218,Kihei,HI,96753,46,399240,,,1/31/2024
CANCELED,Condominium,Condo,2250000,2150000,1137 Umeke Cir,105,Kihei,6/27/2023,9/27/2023,218,Kihei,HI,96753,46,399240,,,1/31/2024
CANCELED,Condominium,Condo,1600000,1600000,50 PUU ANOANO St,3204,Kaanapali,8/7/2023,8/7/2023,177,Lahaina,HI,96761-1962,23,399524,,,1/31/2024
CANCELED,Condominium,Condo,1400000,1400000,940 S Kihei Rd,D305,Kihei,9/7/2023,9/7/2023,146,Kihei,HI,96753,47,399708,,,1/31/2024
CANCELED,Condominium,Condo,799000,750000,3741 Lower Honoapiilani Rd,106,Napili/Kahana/Honokowai,11/30/2023,1/2/2024,62,Lahaina,HI,96761,29,400394,,,1/31/2024
CANCELED,Condominium,Condo,799000,750000,3741 Lower Honoapiilani Rd,106,Napili/Kahana/Honokowai,11/30/2023,1/2/2024,62,Lahaina,HI,96761,29,400394,,,1/31/2024
SOLD,Residential,Single Family,1400000,1400000,47 Hale Lio Pl,,Haiku,9/14/2023,9/14/2023,139,Haiku,HI,96708,25,399775,12/12/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1400000,1400000,47 Hale Lio Pl,,Haiku,9/14/2023,9/14/2023,139,Haiku,HI,96708,25,399775,12/12/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1400000,1400000,47 Hale Lio Pl,,Haiku,9/14/2023,9/14/2023,139,Haiku,HI,96708,25,399775,12/12/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1400000,1400000,47 Hale Lio Pl,,Haiku,9/14/2023,9/14/2023,139,Haiku,HI,96708,25,399775,12/12/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1400000,1400000,47 Hale Lio Pl,,Haiku,9/14/2023,9/14/2023,139,Haiku,HI,96708,25,399775,12/12/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1400000,1400000,47 Hale Lio Pl,,Haiku,9/14/2023,9/14/2023,139,Haiku,HI,96708,25,399775,12/12/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,799000,660000,2387 S Kihei Rd,A106,Kihei,9/22/2023,1/31/2024,131,Kihei,HI,96753,43,399846,1/10/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,799000,660000,2387 S Kihei Rd,A106,Kihei,9/22/2023,1/31/2024,131,Kihei,HI,96753,43,399846,1/10/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,799000,660000,2387 S Kihei Rd,A106,Kihei,9/22/2023,1/31/2024,131,Kihei,HI,96753,43,399846,1/10/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,799000,660000,2387 S Kihei Rd,A106,Kihei,9/22/2023,1/31/2024,131,Kihei,HI,96753,43,399846,1/10/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,799000,660000,2387 S Kihei Rd,A106,Kihei,9/22/2023,1/31/2024,131,Kihei,HI,96753,43,399846,1/10/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,799000,660000,2387 S Kihei Rd,A106,Kihei,9/22/2023,1/31/2024,131,Kihei,HI,96753,43,399846,1/10/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,799000,660000,2387 S Kihei Rd,A106,Kihei,9/22/2023,1/31/2024,131,Kihei,HI,96753,43,399846,1/10/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,808000,800000,54 Kihalani St,1308,Kihei,9/27/2023,1/31/2024,126,Kihei,HI,96753,31,399884,11/12/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,808000,800000,54 Kihalani St,1308,Kihei,9/27/2023,1/31/2024,126,Kihei,HI,96753,31,399884,11/12/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,808000,800000,54 Kihalani St,1308,Kihei,9/27/2023,1/31/2024,126,Kihei,HI,96753,31,399884,11/12/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family w/Att Ohana,2550000,2500000,2776 Kauhale St,,Kihei,9/30/2023,1/31/2024,123,Kihei,HI,96753,50,399907,12/10/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family w/Att Ohana,2550000,2500000,2776 Kauhale St,,Kihei,9/30/2023,1/31/2024,123,Kihei,HI,96753,50,399907,12/10/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family w/Att Ohana,2550000,2500000,2776 Kauhale St,,Kihei,9/30/2023,1/31/2024,123,Kihei,HI,96753,50,399907,12/10/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,729900,710000,160 KEONEKAI Rd,26-101,Kihei,10/3/2023,1/31/2024,120,Kihei,HI,96753,32,399925,1/11/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,729900,710000,160 KEONEKAI Rd,26-101,Kihei,10/3/2023,1/31/2024,120,Kihei,HI,96753,32,399925,1/11/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,729900,710000,160 KEONEKAI Rd,26-101,Kihei,10/3/2023,1/31/2024,120,Kihei,HI,96753,32,399925,1/11/2024,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1025000,990000,2970 Kailiili Rd,1-B,Haiku,10/27/2023,1/31/2024,96,Haiku,HI,96708,47,400097,11/10/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1025000,990000,2970 Kailiili Rd,1-B,Haiku,10/27/2023,1/31/2024,96,Haiku,HI,96708,47,400097,11/10/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1025000,990000,2970 Kailiili Rd,1-B,Haiku,10/27/2023,1/31/2024,96,Haiku,HI,96708,47,400097,11/10/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,1479000,1325000,100 HAUOLI St,103,Maalaea,11/1/2023,1/31/2024,91,Wailuku,HI,96793,50,400140,12/19/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,1479000,1325000,100 HAUOLI St,103,Maalaea,11/1/2023,1/31/2024,91,Wailuku,HI,96793,50,400140,12/19/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,1479000,1325000,100 HAUOLI St,103,Maalaea,11/1/2023,1/31/2024,91,Wailuku,HI,96793,50,400140,12/19/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,1479000,1325000,100 HAUOLI St,103,Maalaea,11/1/2023,1/31/2024,91,Wailuku,HI,96793,50,400140,12/19/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,2195000,2150000,2960 S Kihei Rd,412,Kihei,11/8/2023,1/31/2024,84,Kihei,HI,96753,35,400192,12/17/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,2195000,2150000,2960 S Kihei Rd,412,Kihei,11/8/2023,1/31/2024,84,Kihei,HI,96753,35,400192,12/17/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,2195000,2150000,2960 S Kihei Rd,412,Kihei,11/8/2023,1/31/2024,84,Kihei,HI,96753,35,400192,12/17/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,2195000,2150000,2960 S Kihei Rd,412,Kihei,11/8/2023,1/31/2024,84,Kihei,HI,96753,35,400192,12/17/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,875000,865000,4471 Lower Honoapiilani Rd,303,Napili/Kahana/Honokowai,11/9/2023,1/31/2024,83,Lahaina,HI,96761,27,400197,11/19/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,875000,865000,4471 Lower Honoapiilani Rd,303,Napili/Kahana/Honokowai,11/9/2023,1/31/2024,83,Lahaina,HI,96761,27,400197,11/19/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,875000,865000,4471 Lower Honoapiilani Rd,303,Napili/Kahana/Honokowai,11/9/2023,1/31/2024,83,Lahaina,HI,96761,27,400197,11/19/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,2325000,2200000,2960 S Kihei Rd,303,Kihei,11/10/2023,1/31/2024,82,Kihei,HI,96753,27,400207,12/17/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,2325000,2200000,2960 S Kihei Rd,303,Kihei,11/10/2023,1/31/2024,82,Kihei,HI,96753,27,400207,12/17/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,2325000,2200000,2960 S Kihei Rd,303,Kihei,11/10/2023,1/31/2024,82,Kihei,HI,96753,27,400207,12/17/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,599000,590000,15 KULANIHAKOI St,14F,Kihei,11/29/2023,1/31/2024,63,Kihei,HI,96753,33,400385,12/16/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,599000,590000,15 KULANIHAKOI St,14F,Kihei,11/29/2023,1/31/2024,63,Kihei,HI,96753,33,400385,12/16/2023,1/31/2024,1/31/2024
SOLD,Condominium,Condo,599000,590000,15 KULANIHAKOI St,14F,Kihei,11/29/2023,1/31/2024,63,Kihei,HI,96753,33,400385,12/16/2023,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1950000,1950000,5184 Lower Honoapiilani Rd,,Napili/Kahana/Honokowai,12/22/2023,12/22/2023,40,Lahaina,HI,96761,26,400645,1/1/2024,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1950000,1950000,5184 Lower Honoapiilani Rd,,Napili/Kahana/Honokowai,12/22/2023,12/22/2023,40,Lahaina,HI,96761,26,400645,1/1/2024,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1950000,1950000,5184 Lower Honoapiilani Rd,,Napili/Kahana/Honokowai,12/22/2023,12/22/2023,40,Lahaina,HI,96761,26,400645,1/1/2024,1/31/2024,1/31/2024
SOLD,Residential,Single Family,1950000,1950000,5184 Lower Honoapiilani Rd,,Napili/Kahana/Honokowai,12/22/2023,12/22/2023,40,Lahaina,HI,96761,26,400645,1/1/2024,1/31/2024,1/31/2024
SOLD,Commercial,Commercial-For Sale,450000,450000,1787 Wili Pa Loop Loop,,Wailuku,12/24/2023,1/1/2024,37,Wailuku,HI,96793,3,400722,12/28/2023,1/30/2024,1/31/2024
SOLD,Commercial,Commercial-For Sale,450000,450000,1787 Wili Pa Loop Loop,,Wailuku,12/24/2023,1/1/2024,37,Wailuku,HI,96793,3,400722,12/28/2023,1/30/2024,1/31/2024
SOLD,Condominium,Condo,231500,231500,111 KAHULUI BEACH Rd,A128,Kahului,1/12/2024,1/31/2024,19,Kahului,HI,96732,3,401029,1/12/2024,1/31/2024,1/31/2024
SOLD,Condominium,Condo,254000,254000,111 KAHULUI BEACH Rd,A427,Kahului,1/13/2024,1/31/2024,18,Kahului,HI,96732,3,401028,1/13/2024,1/31/2024,1/31/2024
ACTIVE,Vacant Land,Vacant Land,1399000,1199000,211 E Ikea Kai Pl,,Wailea/Makena,7/17/2023,2/1/2024,330,Kihei,HI,96753,25,399390,,,2/1/2024
ACTIVE,Vacant Land,Vacant Land,1399000,1199000,211 E Ikea Kai Pl,,Wailea/Makena,7/17/2023,2/1/2024,330,Kihei,HI,96753,25,399390,,,2/1/2024
ACTIVE,Vacant Land,Vacant Land,1399000,1199000,211 E Ikea Kai Pl,,Wailea/Makena,7/17/2023,2/1/2024,330,Kihei,HI,96753,25,399390,,,2/1/2024
ACTIVE,Vacant Land,Vacant Land,1399000,1199000,211 E Ikea Kai Pl,,Wailea/Makena,7/17/2023,2/1/2024,330,Kihei,HI,96753,25,399390,,,2/1/2024
ACTIVE,Vacant Land,Vacant Land,2475000,2475000,404 Namalu Pl,6,Kapalua,2/2/2024,2/1/2024,130,Lahaina,HI,96761,22,401049,,,2/1/2024
CANCELED,Residential,Single Family,4500000,4500000,1100 Waipoli Rd,,Kula/Ulupalakua/Kanaio,3/9/2023,3/10/2023,329,Kula,HI,96790-7818,28,398336,,,2/1/2024
CANCELED,Condominium,Condo,1298000,1197000,190 HAUOLI Rd,408,Maalaea,12/24/2023,1/15/2024,39,Wailuku,HI,96793,42,400657,,,2/1/2024
CANCELED,Condominium,Condo,1298000,1197000,190 HAUOLI Rd,408,Maalaea,12/24/2023,1/15/2024,39,Wailuku,HI,96793,42,400657,,,2/1/2024
CANCELED,Condominium,Condo,550000,550000,510 IMI Pl,301,Wailuku,1/28/2024,1/28/2024,4,Wailuku,HI,96793,19,400995,,,2/1/2024
EXPIRED,Residential,Single Family,4199000,4199000,19 Holomakani Pl,,Kaanapali,7/3/2023,7/3/2023,59,Lahaina,HI,96761,50,399285,,,2/1/2024
EXPIRED,Condominium,Condo,1400000,1399000,2575 S Kihei Rd,T103,Kihei,8/14/2023,11/17/2023,171,Kihei,HI,96753,33,399566,,,2/1/2024
EXPIRED,Condominium,Condo,1400000,1399000,2575 S Kihei Rd,T103,Kihei,8/14/2023,11/17/2023,171,Kihei,HI,96753,33,399566,,,2/1/2024
EXPIRED,Condominium,Condo,1400000,1399000,2575 S Kihei Rd,T103,Kihei,8/14/2023,11/17/2023,171,Kihei,HI,96753,33,399566,,,2/1/2024
EXPIRED,Condominium,Condo,1400000,1399000,2575 S Kihei Rd,T103,Kihei,8/14/2023,11/17/2023,171,Kihei,HI,96753,33,399566,,,2/1/2024
EXPIRED,Condominium,Condo,1400000,1399000,2575 S Kihei Rd,T103,Kihei,8/14/2023,11/17/2023,171,Kihei,HI,96753,33,399566,,,2/1/2024
PENDING - DO NOT SHOW,Residential,Single Family,1215000,1215000,73 Unahe St,Lot 144A,Kahului,2/1/2024,2/1/2024,131,Kahului,HI,96732,1,401044,2/1/2024,,2/1/2024
SOLD,Residential,SF w/Det Ohana or Cottage,909000,900000,198 Namauu Pl,,Kihei,1/20/2023,2/1/2024,377,Kihei,HI,96753,22,397923,10/30/2023,2/1/2024,2/1/2024
SOLD,Residential,SF w/Det Ohana or Cottage,909000,900000,198 Namauu Pl,,Kihei,1/20/2023,2/1/2024,377,Kihei,HI,96753,22,397923,10/30/2023,2/1/2024,2/1/2024
SOLD,Residential,SF w/Det Ohana or Cottage,909000,900000,198 Namauu Pl,,Kihei,1/20/2023,2/1/2024,377,Kihei,HI,96753,22,397923,10/30/2023,2/1/2024,2/1/2024
SOLD,Residential,SF w/Det Ohana or Cottage,909000,900000,198 Namauu Pl,,Kihei,1/20/2023,2/1/2024,377,Kihei,HI,96753,22,397923,10/30/2023,2/1/2024,2/1/2024
SOLD,Residential,SF w/Det Ohana or Cottage,909000,900000,198 Namauu Pl,,Kihei,1/20/2023,2/1/2024,377,Kihei,HI,96753,22,397923,10/30/2023,2/1/2024,2/1/2024
SOLD,Residential,Single Family,2250000,1999216,8 BERMUDA Pl,,Napili/Kahana/Honokowai,10/9/2023,2/1/2024,115,Lahaina,HI,96761,50,399966,1/3/2024,2/1/2024,2/1/2024
SOLD,Residential,Single Family,2250000,1999216,8 BERMUDA Pl,,Napili/Kahana/Honokowai,10/9/2023,2/1/2024,115,Lahaina,HI,96761,50,399966,1/3/2024,2/1/2024,2/1/2024
SOLD,Residential,Single Family,2250000,1999216,8 BERMUDA Pl,,Napili/Kahana/Honokowai,10/9/2023,2/1/2024,115,Lahaina,HI,96761,50,399966,1/3/2024,2/1/2024,2/1/2024
SOLD,Residential,Single Family,2250000,1999216,8 BERMUDA Pl,,Napili/Kahana/Honokowai,10/9/2023,2/1/2024,115,Lahaina,HI,96761,50,399966,1/3/2024,2/1/2024,2/1/2024
SOLD,Residential,Single Family,1001965,855750,870 HOPOE St,,Lahaina,10/10/2023,2/1/2024,113,Lahaina,HI,96761,8,399968,11/16/2023,1/31/2024,2/1/2024
SOLD,Residential,Single Family,1001965,855750,870 HOPOE St,,Lahaina,10/10/2023,2/1/2024,113,Lahaina,HI,96761,8,399968,11/16/2023,1/31/2024,2/1/2024
SOLD,Residential,Single Family,1001965,855750,870 HOPOE St,,Lahaina,10/10/2023,2/1/2024,113,Lahaina,HI,96761,8,399968,11/16/2023,1/31/2024,2/1/2024
SOLD,Residential,Single Family,1001965,855750,870 HOPOE St,,Lahaina,10/10/2023,2/1/2024,113,Lahaina,HI,96761,8,399968,11/16/2023,1/31/2024,2/1/2024
SOLD,Residential,Single Family,1001965,855750,870 HOPOE St,,Lahaina,10/10/2023,2/1/2024,113,Lahaina,HI,96761,8,399968,11/16/2023,1/31/2024,2/1/2024
SOLD,Condominium,Condo,249000,235000,111 KAHULUI BEACH Rd,C306,Kahului,12/6/2023,2/1/2024,57,Kahului,HI,96732,11,400465,1/11/2024,2/1/2024,2/1/2024
SOLD,Condominium,Condo,249000,235000,111 KAHULUI BEACH Rd,C306,Kahului,12/6/2023,2/1/2024,57,Kahului,HI,96732,11,400465,1/11/2024,2/1/2024,2/1/2024
SOLD,Condominium,Condo,249000,235000,111 KAHULUI BEACH Rd,C306,Kahului,12/6/2023,2/1/2024,57,Kahului,HI,96732,11,400465,1/11/2024,2/1/2024,2/1/2024
SOLD,Condominium,Condo,740000,740000,34 Wailana Pl,204,Kihei,12/10/2023,12/10/2023,53,Kihei,HI,96753,28,400499,12/15/2023,2/1/2024,2/1/2024
SOLD,Condominium,Condo,740000,740000,34 Wailana Pl,204,Kihei,12/10/2023,12/10/2023,53,Kihei,HI,96753,28,400499,12/15/2023,2/1/2024,2/1/2024
SOLD,Condominium,Condo,740000,740000,34 Wailana Pl,204,Kihei,12/10/2023,12/10/2023,53,Kihei,HI,96753,28,400499,12/15/2023,2/1/2024,2/1/2024
