Status,Class,Type,Original Price,Price,Address,Address Lot/Unit,District,List Date,Price Date,Days On Market,City,State,Zip,Picture Count,MLS Number,Contract Date,Closing Date,Hotsheet Date
ACTIVE,Condominium,Condo,4200000,4200000,4850 MAKENA ALANUI Rd,C101,Wailea/Makena,10/4/2023,10/5/2023,251,Kihei,HI,96753-5434,31,399939,,,10/5/2023
ACTIVE,Vacant Land,Vacant Land,499000,499000,5757 Kamehameha V Hwy,,Molokai,10/5/2023,10/5/2023,250,Kaunakakai,HI,96748,10,399943,,,10/5/2023
SOLD,Commercial,Commercial-For Sale,575000,575000,1300 Holopono St,S-212,Kihei,2/28/2023,2/28/2023,219,Kihei,HI,96753,46,398243,9/2/2023,10/5/2023,10/5/2023
SOLD,Commercial,Commercial-For Sale,575000,575000,1300 Holopono St,S-212,Kihei,2/28/2023,2/28/2023,219,Kihei,HI,96753,46,398243,9/2/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,1399000,1300000,8 Kilolani Ln,H104,Kihei,3/12/2023,10/5/2023,206,Kihei,HI,96753,28,398341,9/13/2023,10/4/2023,10/5/2023
SOLD,Condominium,Condo,1399000,1300000,8 Kilolani Ln,H104,Kihei,3/12/2023,10/5/2023,206,Kihei,HI,96753,28,398341,9/13/2023,10/4/2023,10/5/2023
SOLD,Condominium,Condo,1399000,1300000,8 Kilolani Ln,H104,Kihei,3/12/2023,10/5/2023,206,Kihei,HI,96753,28,398341,9/13/2023,10/4/2023,10/5/2023
SOLD,Condominium,Condo,1399000,1300000,8 Kilolani Ln,H104,Kihei,3/12/2023,10/5/2023,206,Kihei,HI,96753,28,398341,9/13/2023,10/4/2023,10/5/2023
SOLD,Condominium,Condo,1295000,1200000,130 Kai Malina Pkwy,SR223,Kaanapali,6/29/2023,10/5/2023,98,Lahaina,HI,96761,19,399265,8/26/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,1295000,1200000,130 Kai Malina Pkwy,SR223,Kaanapali,6/29/2023,10/5/2023,98,Lahaina,HI,96761,19,399265,8/26/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,1295000,1200000,130 Kai Malina Pkwy,SR223,Kaanapali,6/29/2023,10/5/2023,98,Lahaina,HI,96761,19,399265,8/26/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,1295000,1200000,130 Kai Malina Pkwy,SR223,Kaanapali,6/29/2023,10/5/2023,98,Lahaina,HI,96761,19,399265,8/26/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,1295000,1200000,130 Kai Malina Pkwy,SR223,Kaanapali,6/29/2023,10/5/2023,98,Lahaina,HI,96761,19,399265,8/26/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,1350000,1200000,117 Keoneloa St,,Wailuku,7/5/2023,10/5/2023,92,Wailuku,HI,96793,48,399319,9/15/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family w/Att Ohana,875000,825000,206 Kono Pl,,Kahului,7/12/2023,10/5/2023,85,Kahului,HI,96732,1,399357,8/3/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family w/Att Ohana,875000,825000,206 Kono Pl,,Kahului,7/12/2023,10/5/2023,85,Kahului,HI,96732,1,399357,8/3/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family w/Att Ohana,875000,825000,206 Kono Pl,,Kahului,7/12/2023,10/5/2023,85,Kahului,HI,96732,1,399357,8/3/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family w/Att Ohana,875000,825000,206 Kono Pl,,Kahului,7/12/2023,10/5/2023,85,Kahului,HI,96732,1,399357,8/3/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family w/Att Ohana,875000,825000,206 Kono Pl,,Kahului,7/12/2023,10/5/2023,85,Kahului,HI,96732,1,399357,8/3/2023,10/5/2023,10/5/2023
SOLD,Residential,Single Family,989000,989000,219 S Papa Ave,,Kahului,8/1/2023,8/1/2023,63,Kahului,HI,96732,31,399495,8/27/2023,10/3/2023,10/5/2023
SOLD,Residential,Single Family,989000,989000,219 S Papa Ave,,Kahului,8/1/2023,8/1/2023,63,Kahului,HI,96732,31,399495,8/27/2023,10/3/2023,10/5/2023
SOLD,Residential,Single Family,989000,989000,219 S Papa Ave,,Kahului,8/1/2023,8/1/2023,63,Kahului,HI,96732,31,399495,8/27/2023,10/3/2023,10/5/2023
SOLD,Fraction-Partial-Interval,Time Interval,80000,80000,2481 Kaanapali Pkwy,808N,Kaanapali,8/2/2023,10/5/2023,64,Lahaina,HI,96761,1,399940,8/2/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,225000,217500,111 KAHULUI BEACH Rd,D415,Kahului,8/25/2023,10/5/2023,41,Kahului,HI,96732,19,399628,9/4/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,225000,217500,111 KAHULUI BEACH Rd,D415,Kahului,8/25/2023,10/5/2023,41,Kahului,HI,96732,19,399628,9/4/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,225000,217500,111 KAHULUI BEACH Rd,D415,Kahului,8/25/2023,10/5/2023,41,Kahului,HI,96732,19,399628,9/4/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,299000,295000,111 KAHULUI BEACH Rd,A123,Kahului,9/14/2023,10/5/2023,21,Kahului,HI,96732,33,399771,9/17/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,299000,295000,111 KAHULUI BEACH Rd,A123,Kahului,9/14/2023,10/5/2023,21,Kahului,HI,96732,33,399771,9/17/2023,10/5/2023,10/5/2023
SOLD,Condominium,Condo,299000,295000,111 KAHULUI BEACH Rd,A123,Kahului,9/14/2023,10/5/2023,21,Kahului,HI,96732,33,399771,9/17/2023,10/5/2023,10/5/2023
ACTIVE,Residential,Single Family,4700000,4700000,445 KAI HELE KU St,,Lahaina,10/6/2023,10/6/2023,249,Lahaina,HI,96761,24,399948,,,10/6/2023
CANCELED,Residential,Single Family,1300000,1190000,2180 Kamehameha V Hwy,,Molokai,4/28/2023,8/22/2023,161,Kaunakakai,HI,96748,50,398734,,,10/6/2023
CANCELED,Residential,Single Family,1300000,1190000,2180 Kamehameha V Hwy,,Molokai,4/28/2023,8/22/2023,161,Kaunakakai,HI,96748,50,398734,,,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,699900,695000,133 Hoowaiwai Loop,2304,Wailuku,8/11/2023,10/6/2023,56,Wailuku,HI,96793,28,399555,9/3/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,865000,865000,122 Eulu Street Eulu St,90,Wailuku,8/14/2023,10/6/2023,53,Wailuku,HI,96793,4,399949,8/26/2023,10/6/2023,10/6/2023
SOLD,Condominium,Condo,799000,799000,62 Piilaniwahine Loop,2303,Kihei,8/22/2023,10/6/2023,45,Kihei,HI,96753,7,399945,8/22/2023,10/6/2023,10/6/2023
CANCELED,Residential,Single Family w/Att Ohana,1750000,1650000,2817 Panepoo St,,Kihei,5/5/2023,7/13/2023,155,Kihei,HI,96753,49,398800,,,10/7/2023
CANCELED,Condominium,Condo,599000,579000,3740 Lower Honoapiilani Rd,B202,Napili/Kahana/Honokowai,6/28/2023,9/7/2023,101,Lahaina,HI,96761,21,399247,,,10/7/2023
CANCELED,Condominium,Condo,599000,579000,3740 Lower Honoapiilani Rd,B202,Napili/Kahana/Honokowai,6/28/2023,9/7/2023,101,Lahaina,HI,96761,21,399247,,,10/7/2023
CANCELED,Residential,SF w/Det Ohana or Cottage,2500000,2500000,630 E Kuiaha Rd,,Haiku,10/6/2023,10/6/2023,1,Haiku,HI,96708,50,399952,,,10/7/2023
SOLD,Residential,Single Family,1390000,1390000,16 EHU Rd,,Makawao/Olinda/Haliimaile,6/17/2023,6/16/2023,111,Makawao,HI,96768,50,399144,8/22/2023,10/6/2023,10/7/2023
SOLD,Residential,Single Family,1390000,1390000,16 EHU Rd,,Makawao/Olinda/Haliimaile,6/17/2023,6/16/2023,111,Makawao,HI,96768,50,399144,8/22/2023,10/6/2023,10/7/2023
SOLD,Residential,Single Family,1390000,1390000,16 EHU Rd,,Makawao/Olinda/Haliimaile,6/17/2023,6/16/2023,111,Makawao,HI,96768,50,399144,8/22/2023,10/6/2023,10/7/2023
SOLD,Condominium,Condo,625000,620000,215 Hooulu Ln,1203,Wailuku,9/15/2023,10/7/2023,21,Wailuku,HI,96793,28,399779,9/21/2023,10/6/2023,10/7/2023
SOLD,Condominium,Condo,625000,620000,215 Hooulu Ln,1203,Wailuku,9/15/2023,10/7/2023,21,Wailuku,HI,96793,28,399779,9/21/2023,10/6/2023,10/7/2023
SOLD,Condominium,Condo,625000,620000,215 Hooulu Ln,1203,Wailuku,9/15/2023,10/7/2023,21,Wailuku,HI,96793,28,399779,9/21/2023,10/6/2023,10/7/2023
ACTIVE,Fraction-Partial-Interval,Time Interval,179000,179000,1 Bay Dr,3604,Kapalua,10/8/2023,10/8/2023,247,Lahaina,HI,96761,27,399956,,,10/8/2023
CANCELED,Condominium,Condo,3650000,3650000,1 Ritz Carlton Dr,1614/1616,Kapalua,4/1/2023,3/31/2023,136,Lahaina,HI,96761,47,398516,,,10/8/2023
CANCELED,Condominium,Condo,3650000,3650000,1 Ritz Carlton Dr,1614/1616,Kapalua,4/1/2023,3/31/2023,136,Lahaina,HI,96761,47,398516,,,10/8/2023
CANCELED,Residential,Single Family w/Att Ohana,1299000,1299000,110 Aoloa Loop,,Kahului,6/27/2023,6/27/2023,103,Kahului,HI,96732,23,399238,,,10/8/2023
SOLD,Condominium,Condo,530000,517000,140 UWAPO Rd,2-201,Kihei,7/22/2023,10/8/2023,69,Kihei,HI,96753,26,399419,8/3/2023,9/29/2023,10/8/2023
SOLD,Condominium,Condo,530000,517000,140 UWAPO Rd,2-201,Kihei,7/22/2023,10/8/2023,69,Kihei,HI,96753,26,399419,8/3/2023,9/29/2023,10/8/2023
SOLD,Condominium,Condo,530000,517000,140 UWAPO Rd,2-201,Kihei,7/22/2023,10/8/2023,69,Kihei,HI,96753,26,399419,8/3/2023,9/29/2023,10/8/2023
ACTIVE,Residential,Single Family,9895000,9895000,410 Mahana Ridge St,Lot 28,Kapalua,10/9/2023,10/9/2023,246,Lahaina,HI,96761,42,399964,,,10/9/2023
SOLD,Residential,Single Family,3097000,2758600,131 Ponana St,,Kihei,6/16/2023,10/9/2023,115,Kihei,HI,96753,37,399132,8/9/2023,10/9/2023,10/9/2023
SOLD,Residential,Single Family,3097000,2758600,131 Ponana St,,Kihei,6/16/2023,10/9/2023,115,Kihei,HI,96753,37,399132,8/9/2023,10/9/2023,10/9/2023
SOLD,Residential,Single Family,3097000,2758600,131 Ponana St,,Kihei,6/16/2023,10/9/2023,115,Kihei,HI,96753,37,399132,8/9/2023,10/9/2023,10/9/2023
SOLD,Residential,Single Family,3097000,2758600,131 Ponana St,,Kihei,6/16/2023,10/9/2023,115,Kihei,HI,96753,37,399132,8/9/2023,10/9/2023,10/9/2023
SOLD,Residential,Single Family,3097000,2758600,131 Ponana St,,Kihei,6/16/2023,10/9/2023,115,Kihei,HI,96753,37,399132,8/9/2023,10/9/2023,10/9/2023
SOLD,Residential,Single Family,3097000,2758600,131 Ponana St,,Kihei,6/16/2023,10/9/2023,115,Kihei,HI,96753,37,399132,8/9/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,520000,499000,2050 Kanoe St,201,Kihei,7/17/2023,8/7/2023,84,Kihei,HI,96753,19,399389,9/7/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,520000,499000,2050 Kanoe St,201,Kihei,7/17/2023,8/7/2023,84,Kihei,HI,96753,19,399389,9/7/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,520000,499000,2050 Kanoe St,201,Kihei,7/17/2023,8/7/2023,84,Kihei,HI,96753,19,399389,9/7/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,520000,499000,2050 Kanoe St,201,Kihei,7/17/2023,8/7/2023,84,Kihei,HI,96753,19,399389,9/7/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,1050000,980000,2695 S Kihei Rd,7-101,Kihei,8/1/2023,10/9/2023,69,Kihei,HI,96753,27,399483,10/9/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,1050000,980000,2695 S Kihei Rd,7-101,Kihei,8/1/2023,10/9/2023,69,Kihei,HI,96753,27,399483,10/9/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,1050000,980000,2695 S Kihei Rd,7-101,Kihei,8/1/2023,10/9/2023,69,Kihei,HI,96753,27,399483,10/9/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,499000,505000,980 Eha St,20-103,Wailuku,8/23/2023,10/9/2023,47,Wailuku,HI,96793,8,399613,9/6/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,499000,505000,980 Eha St,20-103,Wailuku,8/23/2023,10/9/2023,47,Wailuku,HI,96793,8,399613,9/6/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,499000,505000,980 Eha St,20-103,Wailuku,8/23/2023,10/9/2023,47,Wailuku,HI,96793,8,399613,9/6/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,499000,505000,980 Eha St,20-103,Wailuku,8/23/2023,10/9/2023,47,Wailuku,HI,96793,8,399613,9/6/2023,10/9/2023,10/9/2023
SOLD,Condominium,Condo,499000,505000,980 Eha St,20-103,Wailuku,8/23/2023,10/9/2023,47,Wailuku,HI,96793,8,399613,9/6/2023,10/9/2023,10/9/2023
ACTIVE,Vacant Land,Vacant Land,325000,299000,0 Ulua Rd,184,Molokai,7/31/2023,10/10/2023,316,Kaunakakai,HI,96748,17,399490,,,10/10/2023
ACTIVE,Vacant Land,Vacant Land,325000,299000,0 Ulua Rd,184,Molokai,7/31/2023,10/10/2023,316,Kaunakakai,HI,96748,17,399490,,,10/10/2023
ACTIVE,Condominium,Condo,999999,999999,3445 Lower Honoapiilani Rd,541,Kaanapali,10/9/2023,10/10/2023,246,Lahaina,HI,96761,50,399976,,,10/10/2023
ACTIVE,Vacant Land,Vacant Land,2750000,2750000,Lot 6 Honoapiilani Hwy,Lot 6,Kapalua,10/10/2023,10/10/2023,245,Lahaina,HI,96761-8774,25,399975,,,10/10/2023
CANCELED,Condominium,Condo,1895000,1699000,3150 WAILEA ALANUI Dr,3508,Wailea/Makena,1/25/2023,4/17/2023,187,Kihei,HI,96753,30,397963,,,10/10/2023
CANCELED,Condominium,Condo,1039000,1039000,106 Kaanapali Shores Pl,904,Kaanapali,9/3/2023,9/3/2023,37,Lahaina,HI,96761,30,399685,,,10/10/2023
SOLD,Residential,Single Family,350000,345000,11 Kamakana Pl,,Molokai,6/23/2023,10/10/2023,109,Kaunakakai,HI,96748,16,399208,7/28/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,350000,345000,11 Kamakana Pl,,Molokai,6/23/2023,10/10/2023,109,Kaunakakai,HI,96748,16,399208,7/28/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,350000,345000,11 Kamakana Pl,,Molokai,6/23/2023,10/10/2023,109,Kaunakakai,HI,96748,16,399208,7/28/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,750000,690000,516 Nani St,,Lanai,8/9/2023,10/10/2023,62,Lanai City,HI,96763,24,399543,9/10/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,750000,690000,516 Nani St,,Lanai,8/9/2023,10/10/2023,62,Lanai City,HI,96763,24,399543,9/10/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,750000,690000,516 Nani St,,Lanai,8/9/2023,10/10/2023,62,Lanai City,HI,96763,24,399543,9/10/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,1385000,1310000,1733 Piiholo Rd,,Makawao/Olinda/Haliimaile,8/23/2023,10/10/2023,48,Makawao,HI,96768,31,399612,9/9/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,1385000,1310000,1733 Piiholo Rd,,Makawao/Olinda/Haliimaile,8/23/2023,10/10/2023,48,Makawao,HI,96768,31,399612,9/9/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,1385000,1310000,1733 Piiholo Rd,,Makawao/Olinda/Haliimaile,8/23/2023,10/10/2023,48,Makawao,HI,96768,31,399612,9/9/2023,10/10/2023,10/10/2023
SOLD,Residential,Single Family,1385000,1310000,1733 Piiholo Rd,,Makawao/Olinda/Haliimaile,8/23/2023,10/10/2023,48,Makawao,HI,96768,31,399612,9/9/2023,10/10/2023,10/10/2023
ACTIVE,Fraction-Partial-Interval,Time Interval,98000,98000,2481 Kaanapali Pkwy,919/R,Kaanapali,10/11/2023,10/11/2023,244,Lahaina,HI,96761,11,399982,,,10/11/2023
SOLD,Condominium,Condo,699000,639000,15 KULANIHAKOI St,19H,Kihei,3/29/2023,10/11/2023,196,Kihei,HI,96753,49,398486,8/19/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,699000,639000,15 KULANIHAKOI St,19H,Kihei,3/29/2023,10/11/2023,196,Kihei,HI,96753,49,398486,8/19/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,1845000,1560000,12 S Kihei Rd,G8,Kihei,4/19/2023,10/11/2023,174,Kihei,HI,96753,17,398650,9/5/2023,10/10/2023,10/11/2023
SOLD,Condominium,Condo,1845000,1560000,12 S Kihei Rd,G8,Kihei,4/19/2023,10/11/2023,174,Kihei,HI,96753,17,398650,9/5/2023,10/10/2023,10/11/2023
SOLD,Condominium,Condo,1845000,1560000,12 S Kihei Rd,G8,Kihei,4/19/2023,10/11/2023,174,Kihei,HI,96753,17,398650,9/5/2023,10/10/2023,10/11/2023
SOLD,Condominium,Condo,1845000,1560000,12 S Kihei Rd,G8,Kihei,4/19/2023,10/11/2023,174,Kihei,HI,96753,17,398650,9/5/2023,10/10/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,799000,750000,3959 Lower Honoapiilani Rd,406,Napili/Kahana/Honokowai,6/30/2023,10/11/2023,103,Lahaina,HI,96761,27,399259,8/25/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,599000,600000,2895 S Kihei Rd,201,Kihei,8/15/2023,10/11/2023,57,Kihei,HI,96753,18,399573,8/27/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,599000,600000,2895 S Kihei Rd,201,Kihei,8/15/2023,10/11/2023,57,Kihei,HI,96753,18,399573,8/27/2023,10/11/2023,10/11/2023
SOLD,Condominium,Condo,599000,600000,2895 S Kihei Rd,201,Kihei,8/15/2023,10/11/2023,57,Kihei,HI,96753,18,399573,8/27/2023,10/11/2023,10/11/2023
SOLD,Residential,Single Family,3500000,3300000,35 Kapohue Rd,,Hana,9/7/2023,10/11/2023,33,Hana,HI,96713,1,399981,9/9/2023,10/10/2023,10/11/2023
ACTIVE,Vacant Land,Vacant Land,1500000,1500000,3546 Akala Dr,,Maui Meadows,10/12/2023,10/12/2023,243,Kihei,HI,96753,4,399990,,,10/12/2023
SOLD,Residential,Single Family,2400000,2210000,99 Laukahi St,,Kihei,1/25/2023,10/12/2023,260,Kihei,HI,96753,50,397959,9/21/2023,10/12/2023,10/12/2023
SOLD,Residential,Single Family,2400000,2210000,99 Laukahi St,,Kihei,1/25/2023,10/12/2023,260,Kihei,HI,96753,50,397959,9/21/2023,10/12/2023,10/12/2023
SOLD,Residential,Single Family,2400000,2210000,99 Laukahi St,,Kihei,1/25/2023,10/12/2023,260,Kihei,HI,96753,50,397959,9/21/2023,10/12/2023,10/12/2023
SOLD,Condominium,Condo,2100000,1875000,3200 WAILEA ALANUI Dr,1501,Wailea/Makena,4/20/2023,10/12/2023,175,Kihei,HI,96753,50,398670,9/12/2023,10/12/2023,10/12/2023
SOLD,Condominium,Condo,2100000,1875000,3200 WAILEA ALANUI Dr,1501,Wailea/Makena,4/20/2023,10/12/2023,175,Kihei,HI,96753,50,398670,9/12/2023,10/12/2023,10/12/2023
SOLD,Residential,Single Family,750000,699000,107 Johnson Rd,,Kula/Ulupalakua/Kanaio,6/14/2023,8/12/2023,120,Kula,HI,96790-8473,48,399109,8/28/2023,10/12/2023,10/12/2023
SOLD,Residential,Single Family,750000,699000,107 Johnson Rd,,Kula/Ulupalakua/Kanaio,6/14/2023,8/12/2023,120,Kula,HI,96790-8473,48,399109,8/28/2023,10/12/2023,10/12/2023
SOLD,Residential,Single Family,750000,699000,107 Johnson Rd,,Kula/Ulupalakua/Kanaio,6/14/2023,8/12/2023,120,Kula,HI,96790-8473,48,399109,8/28/2023,10/12/2023,10/12/2023
SOLD,Residential,Single Family,750000,699000,107 Johnson Rd,,Kula/Ulupalakua/Kanaio,6/14/2023,8/12/2023,120,Kula,HI,96790-8473,48,399109,8/28/2023,10/12/2023,10/12/2023
SOLD,Condominium,Condo,579000,543000,3708 LOWER HONOAPIILANI Rd,E-33,Napili/Kahana/Honokowai,7/17/2023,10/12/2023,87,Lahaina,HI,96761,19,399393,8/4/2023,10/12/2023,10/12/2023
SOLD,Condominium,Condo,579000,543000,3708 LOWER HONOAPIILANI Rd,E-33,Napili/Kahana/Honokowai,7/17/2023,10/12/2023,87,Lahaina,HI,96761,19,399393,8/4/2023,10/12/2023,10/12/2023
SOLD,Condominium,Condo,579000,543000,3708 LOWER HONOAPIILANI Rd,E-33,Napili/Kahana/Honokowai,7/17/2023,10/12/2023,87,Lahaina,HI,96761,19,399393,8/4/2023,10/12/2023,10/12/2023
SOLD,Condominium,Condo,579000,543000,3708 LOWER HONOAPIILANI Rd,E-33,Napili/Kahana/Honokowai,7/17/2023,10/12/2023,87,Lahaina,HI,96761,19,399393,8/4/2023,10/12/2023,10/12/2023
SOLD,Condominium,Condo,599900,500000,4310 Lower Honoapiilani Rd,509,Napili/Kahana/Honokowai,8/30/2023,10/12/2023,40,Lahaina,HI,96761,40,399653,9/26/2023,10/9/2023,10/12/2023
SOLD,Condominium,Condo,599900,500000,4310 Lower Honoapiilani Rd,509,Napili/Kahana/Honokowai,8/30/2023,10/12/2023,40,Lahaina,HI,96761,40,399653,9/26/2023,10/9/2023,10/12/2023
SOLD,Condominium,Condo,599900,500000,4310 Lower Honoapiilani Rd,509,Napili/Kahana/Honokowai,8/30/2023,10/12/2023,40,Lahaina,HI,96761,40,399653,9/26/2023,10/9/2023,10/12/2023
SOLD,Residential,SF w/Det Ohana or Cottage,1500000,1476000,333 Waipalani Rd,,Haiku,9/9/2023,10/12/2023,33,Haiku,HI,96708,2,399992,9/9/2023,10/12/2023,10/12/2023
SOLD,Fraction-Partial-Interval,Time Interval,20000,20000,3543 Lower Honoapiilani Rd,F-110 13AB,Napili/Kahana/Honokowai,2/3/2023,2/3/2023,252,Lahaina,HI,96761,16,398049,2/7/2023,10/13/2023,10/13/2023
SOLD,Vacant Land,Vacant Land,1100000,1050000,468 Maukele Pl,148,Wailuku,3/8/2023,5/23/2023,219,Wailuku,HI,96793,24,398323,9/18/2023,10/13/2023,10/13/2023
SOLD,Vacant Land,Vacant Land,1100000,1050000,468 Maukele Pl,148,Wailuku,3/8/2023,5/23/2023,219,Wailuku,HI,96793,24,398323,9/18/2023,10/13/2023,10/13/2023
SOLD,Vacant Land,Vacant Land,1100000,1050000,468 Maukele Pl,148,Wailuku,3/8/2023,5/23/2023,219,Wailuku,HI,96793,24,398323,9/18/2023,10/13/2023,10/13/2023
